,Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text,tokens,sentiment,compound_score,sentiment_category,positive_score,negative_score,neutral_score
6407,6407,FabHotel Novel Suites,"Dwarka, New Delhi",Apr-23,"It was great to stay at Fab Hotel Novel, the staff is very polite and helpful with good manners,",9.0,"The hotel room was clean, There is a lot of peace and quiet in this area as it is far away from the hustle and bustle.","['The', 'hotel', 'room', 'was', 'clean', ',', 'There', 'is', 'a', 'lot', 'of', 'peace', 'and', 'quiet', 'in', 'this', 'area', 'as', 'it', 'is', 'far', 'away', 'from', 'the', 'hustle', 'and', 'bustle', '.']","{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.7351}",0.7351,Positive,0.212,0.0,0.788
6408,6408,FabHotel Novel Suites,"Dwarka, New Delhi",Jun-22,Passable,5.0,I like the hotel manager and how helpful he was and accommodating to my needs.,"['I', 'like', 'the', 'hotel', 'manager', 'and', 'how', 'helpful', 'he', 'was', 'and', 'accommodating', 'to', 'my', 'needs', '.']","{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.6486}",0.6486,Positive,0.306,0.0,0.694
6409,6409,FabHotel Novel Suites,"Dwarka, New Delhi",Apr-22,Very good,8.0,Rooms were clean and well managed,"['Rooms', 'were', 'clean', 'and', 'well', 'managed']","{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5859}",0.5859,Positive,0.545,0.0,0.455
6410,6410,FabHotel Novel Suites,"Dwarka, New Delhi",Mar-22,Good,7.0,Rooms were clean,"['Rooms', 'were', 'clean']","{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,Positive,0.574,0.0,0.426
6411,6411,FabHotel Novel Suites,"Dwarka, New Delhi",Jun-23,Very poor,2.0,It was nearby a park so plenty of Parking space,"['It', 'was', 'nearby', 'a', 'park', 'so', 'plenty', 'of', 'Parking', 'space']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6412,6412,FabHotel Novel Suites,"Dwarka, New Delhi",Feb-23,Very poor,2.0,Don't like this,"['Do', ""n't"", 'like', 'this']","{'neg': 0.513, 'neu': 0.487, 'pos': 0.0, 'compound': -0.2755}",-0.2755,Negative,0.0,0.513,0.487
6413,6413,FabHotel Novel Suites,"Dwarka, New Delhi",Jan-23,Superb,9.0,Staff was polite and rooms were clean,"['Staff', 'was', 'polite', 'and', 'rooms', 'were', 'clean']","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019,Positive,0.31,0.0,0.69
6414,6414,FabHotel Novel Suites,"Dwarka, New Delhi",Feb-23,overpriced for what is on offer. only good point is location which is close to metro,3.0,easy location,"['easy', 'location']","{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive,0.744,0.0,0.256
6415,6415,FabHotel Novel Suites,"Dwarka, New Delhi",Dec-22,Bad,1.0,Nothing at all,"['Nothing', 'at', 'all']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6416,6416,FabHotel Novel Suites,"Dwarka, New Delhi",Apr-22,Poor,3.0,No breakfast available,"['No', 'breakfast', 'available']","{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.524,0.476
6417,6417,Flagship Premium Villa,"Hauz Khas, New Delhi",Jun-22,It was pleasant but could have been made better.,6.0,Supply of RO drinking water regularly and AC.,"['Supply', 'of', 'RO', 'drinking', 'water', 'regularly', 'and', 'AC', '.']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6418,6418,Flagship Premium Villa,"Hauz Khas, New Delhi",Jul-23,It was a very bad experience. They did not allow me to check-in. Even though I have paid the full amount beforehand. The,1.0,There is nothing to like.,"['There', 'is', 'nothing', 'to', 'like', '.']","{'neg': 0.345, 'neu': 0.655, 'pos': 0.0, 'compound': -0.2755}",-0.2755,Negative,0.0,0.345,0.655
6419,6419,Flagship Premium Villa,"Hauz Khas, New Delhi",Jun-23,It was cool.,5.0,Cool,['Cool'],"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,Positive,1.0,0.0,0.0
6420,6420,Flagship Premium Villa,"Hauz Khas, New Delhi",Nov-22,Bad,1.0,they charged us more than the booking amount,"['they', 'charged', 'us', 'more', 'than', 'the', 'booking', 'amount']","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative,0.0,0.205,0.795
6421,6421,Flagship Premium Villa,"Hauz Khas, New Delhi",Sep-22,Bad,1.0,"Very wrost management...don't trust this guys 
They will demand too much price after we reaching der","['Very', 'wrost', 'management', '...', 'do', ""n't"", 'trust', 'this', 'guys', 'They', 'will', 'demand', 'too', 'much', 'price', 'after', 'we', 'reaching', 'der']","{'neg': 0.232, 'neu': 0.675, 'pos': 0.093, 'compound': -0.3951}",-0.3951,Negative,0.093,0.232,0.675
6422,6422,Flagship Premium Villa,"Hauz Khas, New Delhi",Sep-22,Bad,1.0,nothing that makes you feels comfortable,"['nothing', 'that', 'makes', 'you', 'feels', 'comfortable']","{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}",0.5106,Positive,0.398,0.0,0.602
6423,6423,Flagship Premium Villa,"Hauz Khas, New Delhi",Jul-22,Bad,1.0, · Not easy to locate in the village.,"['·', 'Not', 'easy', 'to', 'locate', 'in', 'the', 'village', '.']","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.3412}",-0.3412,Negative,0.0,0.286,0.714
6424,6424,Flagship Premium Villa,"Hauz Khas, New Delhi",Aug-22,Bad,1.0, · There is no hot water to shower. I stayed in this hotel for three days and geyser is not working. It is in poor condition. How can someone stay in a hotel without shower for three days. I asked to chage the room but not alloted. Atleast asked to provide a bucket of hot water and they haven't. They are too lazy to look at our needs.,"['·', 'There', 'is', 'no', 'hot', 'water', 'to', 'shower', '.', 'I', 'stayed', 'in', 'this', 'hotel', 'for', 'three', 'days', 'and', 'geyser', 'is', 'not', 'working', '.', 'It', 'is', 'in', 'poor', 'condition', '.', 'How', 'can', 'someone', 'stay', 'in', 'a', 'hotel', 'without', 'shower', 'for', 'three', 'days', '.', 'I', 'asked', 'to', 'chage', 'the', 'room', 'but', 'not', 'alloted', '.', 'Atleast', 'asked', 'to', 'provide', 'a', 'bucket', 'of', 'hot', 'water', 'and', 'they', 'have', ""n't"", '.', 'They', 'are', 'too', 'lazy', 'to', 'look', 'at', 'our', 'needs', '.']","{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.7096}",-0.7096,Negative,0.0,0.103,0.897
6425,6425,Flagship Premium Villa,"Hauz Khas, New Delhi",Jul-22,Bad,1.0,VERY BAD,"['VERY', 'BAD']","{'neg': 0.791, 'neu': 0.209, 'pos': 0.0, 'compound': -0.5849}",-0.5849,Negative,0.0,0.791,0.209
6426,6426,Flagship Premium Villa,"Hauz Khas, New Delhi",Jul-22,Bad,1.0,only wifi,"['only', 'wifi']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6427,6427,Collection O 37878 Star Twinkle,"Dwarka, New Delhi",Jul-23,Good,7.0,breakfast & dinner very expensive as per menu.,"['breakfast', '&', 'dinner', 'very', 'expensive', 'as', 'per', 'menu', '.']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6428,6428,Collection O 37878 Star Twinkle,"Dwarka, New Delhi",Jul-23,Pleasant,6.0,Time pr rooms mil gye,"['Time', 'pr', 'rooms', 'mil', 'gye']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6429,6429,Collection O 37878 Star Twinkle,"Dwarka, New Delhi",Jun-23,Okayish,7.0,Brkfast was decent… view was okayish,"['Brkfast', 'was', 'decent…', 'view', 'was', 'okayish']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6430,6430,Collection O 37878 Star Twinkle,"Dwarka, New Delhi",Apr-23,Passable,5.0, · there are so many mosquito in the room,"['·', 'there', 'are', 'so', 'many', 'mosquito', 'in', 'the', 'room']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6431,6431,Collection O 37878 Star Twinkle,"Dwarka, New Delhi",Dec-21,not a preferred choice,5.0,property is new and clean,"['property', 'is', 'new', 'and', 'clean']","{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019,Positive,0.403,0.0,0.597
6432,6432,Collection O 37878 Star Twinkle,"Dwarka, New Delhi",Nov-21,Pleasant,6.0, · Food was not available.,"['·', 'Food', 'was', 'not', 'available', '.']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6433,6433,Abuzz Oxfordcaps ShahpurJaat Delhi,"South Delhi, New Delhi",May-22,LOVED IT I WILL GIVE THEM 10/10,10.0,THE PROPERTY IN SHAHPURJAT IS ONLY FOR GIRLS.THIS PROPERTY SERVES ONLY VEG FOOD WHICH TASTE REALLY AMAZING WASHROOM AND DORMS ARE REALLY CLEAN AND HYGENIC.BEDS ARE REALLY COZY AND CLEAN WITH THE PRIVACY CURTAIN 24hrs AC 3TIME MEAL IS INCLUDED JUST FOR 170 RUPEES.THEY HAVE NICE CABIN ROOM DORM WHICH CAN ACCOMMODATE 1PERSON IF YOU ARE LOOKING FOR PRIVACY AND LONG STAY.OVERALL PRIYANKA WHO IS THE WARDEN OF THIS PROPERTY IS SOO SWEET AND DECENT. YOU CAN BOOK THIS PROPERTY WITHOUT ANY SECOND THOUGHT.TOTALLY WORTH,"['THE', 'PROPERTY', 'IN', 'SHAHPURJAT', 'IS', 'ONLY', 'FOR', 'GIRLS.THIS', 'PROPERTY', 'SERVES', 'ONLY', 'VEG', 'FOOD', 'WHICH', 'TASTE', 'REALLY', 'AMAZING', 'WASHROOM', 'AND', 'DORMS', 'ARE', 'REALLY', 'CLEAN', 'AND', 'HYGENIC.BEDS', 'ARE', 'REALLY', 'COZY', 'AND', 'CLEAN', 'WITH', 'THE', 'PRIVACY', 'CURTAIN', '24hrs', 'AC', '3TIME', 'MEAL', 'IS', 'INCLUDED', 'JUST', 'FOR', '170', 'RUPEES.THEY', 'HAVE', 'NICE', 'CABIN', 'ROOM', 'DORM', 'WHICH', 'CAN', 'ACCOMMODATE', '1PERSON', 'IF', 'YOU', 'ARE', 'LOOKING', 'FOR', 'PRIVACY', 'AND', 'LONG', 'STAY.OVERALL', 'PRIYANKA', 'WHO', 'IS', 'THE', 'WARDEN', 'OF', 'THIS', 'PROPERTY', 'IS', 'SOO', 'SWEET', 'AND', 'DECENT', '.', 'YOU', 'CAN', 'BOOK', 'THIS', 'PROPERTY', 'WITHOUT', 'ANY', 'SECOND', 'THOUGHT.TOTALLY', 'WORTH']","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.9785}",0.9785,Positive,0.236,0.0,0.764
6434,6434,OYO Flagship 74192 Vishwakarma Palace,"Rohini, New Delhi",Nov-22,Bad,1.0,"They not give us room. They say u have no booking. we littelly harase.
we not have any contact no.","['They', 'not', 'give', 'us', 'room', '.', 'They', 'say', 'u', 'have', 'no', 'booking', '.', 'we', 'littelly', 'harase', '.', 'we', 'not', 'have', 'any', 'contact', 'no', '.']","{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative,0.0,0.206,0.794
6435,6435,OYO Flagship 74192 Vishwakarma Palace,"Rohini, New Delhi",Aug-23,Bad,1.0,Nothing,['Nothing'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6436,6436,OYO Flagship 74192 Vishwakarma Palace,"Rohini, New Delhi",Jul-23,Bad,1.0,Third class service,"['Third', 'class', 'service']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6437,6437,OYO Flagship 74192 Vishwakarma Palace,"Rohini, New Delhi",Jul-23,"Koi mt jana bs itna boluga, faltu pase ho to jana..😂😂",1.0,"kuch bhi na lga, kya batau.","['kuch', 'bhi', 'na', 'lga', ',', 'kya', 'batau', '.']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6438,6438,Hotel Paradise International Delhi Airport,"Mahipalpur, New Delhi",Apr-23,Exceptional,10.0,very nice service staff behaviop is very good housekeeping servicw very exelant,"['very', 'nice', 'service', 'staff', 'behaviop', 'is', 'very', 'good', 'housekeeping', 'servicw', 'very', 'exelant']","{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.742}",0.742,Positive,0.386,0.0,0.614
6439,6439,Hotel Paradise International Delhi Airport,"Mahipalpur, New Delhi",May-23,location is great to airport travellers,5.0,no breakfast oprtion,"['no', 'breakfast', 'oprtion']","{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.524,0.476
6440,6440,Hotel Paradise International Delhi Airport,"Mahipalpur, New Delhi",Jul-23,Overall good,10.0,Location,['Location'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6441,6441,Hotel Paradise International Delhi Airport,"Mahipalpur, New Delhi",Aug-23,Not worth,3.0,No cupboard leaking in washroom no kitchen with good food,"['No', 'cupboard', 'leaking', 'in', 'washroom', 'no', 'kitchen', 'with', 'good', 'food']","{'neg': 0.308, 'neu': 0.49, 'pos': 0.203, 'compound': -0.128}",-0.128,Negative,0.203,0.308,0.49
6442,6442,Hotel Paradise International Delhi Airport,"Mahipalpur, New Delhi",Aug-23,Bad,1.0,Pathetic way of dealing with customers,"['Pathetic', 'way', 'of', 'dealing', 'with', 'customers']","{'neg': 0.425, 'neu': 0.575, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative,0.0,0.425,0.575
6443,6443,Hotel Paradise International Delhi Airport,"Mahipalpur, New Delhi",Jul-23,It was totally sad stay 😞,1.0,I didn't like anything in the hotel,"['I', 'did', ""n't"", 'like', 'anything', 'in', 'the', 'hotel']","{'neg': 0.297, 'neu': 0.703, 'pos': 0.0, 'compound': -0.2755}",-0.2755,Negative,0.0,0.297,0.703
6444,6444,Hotel Paradise International Delhi Airport,"Mahipalpur, New Delhi",Jul-23,Exceptional,10.0,"Nice stay, hotel rooms good, service awesome","['Nice', 'stay', ',', 'hotel', 'rooms', 'good', ',', 'service', 'awesome']","{'neg': 0.0, 'neu': 0.29, 'pos': 0.71, 'compound': 0.8689}",0.8689,Positive,0.71,0.0,0.29
6445,6445,Hotel Paradise International Delhi Airport,"Mahipalpur, New Delhi",May-23,Very good,8.0,Hotel location good,"['Hotel', 'location', 'good']","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive,0.592,0.0,0.408
6446,6446,Hotel Paradise International Delhi Airport,"Mahipalpur, New Delhi",Jun-23,Bed at all,1.0,Breakfast was not good but location was ok,"['Breakfast', 'was', 'not', 'good', 'but', 'location', 'was', 'ok']","{'neg': 0.162, 'neu': 0.571, 'pos': 0.267, 'compound': 0.2725}",0.2725,Positive,0.267,0.162,0.571
6447,6447,Hotel Paradise International Delhi Airport,"Mahipalpur, New Delhi",May-23,Poor,3.0,location,['location'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6448,6448,"Couples friendly south delhi foreigners place very safe for women and solo travellers along with private kitchen and washroom located in the heart of delhi lajpat nagar just steps away from the famous central markrt cal 92121,74700","South Delhi, New Delhi",Dec-22,Bad,1.0, · When we had called in the morning of check in we were told there are no rooms available. There was no prior information about this from the hotel staff.,"['·', 'When', 'we', 'had', 'called', 'in', 'the', 'morning', 'of', 'check', 'in', 'we', 'were', 'told', 'there', 'are', 'no', 'rooms', 'available', '.', 'There', 'was', 'no', 'prior', 'information', 'about', 'this', 'from', 'the', 'hotel', 'staff', '.']","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative,0.0,0.14,0.86
6449,6449,luxury master bedroom with bathtub n private entry,"Chattarpur, New Delhi",Feb-23,Exceptional,10.0,"excellent host and apartment .
it was higher floor with great view , main highway location. must visit place .","['excellent', 'host', 'and', 'apartment', '.', 'it', 'was', 'higher', 'floor', 'with', 'great', 'view', ',', 'main', 'highway', 'location', '.', 'must', 'visit', 'place', '.']","{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.8316}",0.8316,Positive,0.342,0.0,0.658
6450,6450,luxury master bedroom with bathtub n private entry,"Chattarpur, New Delhi",Aug-23,You will regret it if you choose this property,1.0,"Nothing is good about this property.
Worst experience. 
Please dont choose this property ever","['Nothing', 'is', 'good', 'about', 'this', 'property', '.', 'Worst', 'experience', '.', 'Please', 'dont', 'choose', 'this', 'property', 'ever']","{'neg': 0.328, 'neu': 0.555, 'pos': 0.116, 'compound': -0.6377}",-0.6377,Negative,0.116,0.328,0.555
6451,6451,luxury master bedroom with bathtub n private entry,"Chattarpur, New Delhi",Feb-23,Bad,1.0,worst stay ever,"['worst', 'stay', 'ever']","{'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Negative,0.0,0.672,0.328
6452,6452,luxury master bedroom with bathtub n private entry,"Chattarpur, New Delhi",Feb-23,Bad,1.0,Nothing.,"['Nothing', '.']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6453,6453,luxury master bedroom with bathtub n private entry,"Chattarpur, New Delhi",Feb-23,They think a queen size bed in an empty room with attached toilet having a dirty bathtub is luxury😵,1.0,Nothing. Actually what they have shown in pics they had only this thing inside that room. I mean a bed in an empty space and a bathtub in its attached toilet but u can't sleep in any of them because both were dirty.,"['Nothing', '.', 'Actually', 'what', 'they', 'have', 'shown', 'in', 'pics', 'they', 'had', 'only', 'this', 'thing', 'inside', 'that', 'room', '.', 'I', 'mean', 'a', 'bed', 'in', 'an', 'empty', 'space', 'and', 'a', 'bathtub', 'in', 'its', 'attached', 'toilet', 'but', 'u', 'ca', ""n't"", 'sleep', 'in', 'any', 'of', 'them', 'because', 'both', 'were', 'dirty', '.']","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.6428}",-0.6428,Negative,0.0,0.124,0.876
6454,6454,luxury master bedroom with bathtub n private entry,"Chattarpur, New Delhi",Oct-22,"highly recommended, must visit at least once  to see great place",10.0,"I really liked the location as its very calm and soothing,the luxurious experience was very good as the rooms and size of the property was very huge and interior was also beautifully done .very big washroom and bathroom was great .overall i loved the place and it was my happiest stay,","['I', 'really', 'liked', 'the', 'location', 'as', 'its', 'very', 'calm', 'and', 'soothing', ',', 'the', 'luxurious', 'experience', 'was', 'very', 'good', 'as', 'the', 'rooms', 'and', 'size', 'of', 'the', 'property', 'was', 'very', 'huge', 'and', 'interior', 'was', 'also', 'beautifully', 'done', '.very', 'big', 'washroom', 'and', 'bathroom', 'was', 'great', '.overall', 'i', 'loved', 'the', 'place', 'and', 'it', 'was', 'my', 'happiest', 'stay', ',']","{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.9806}",0.9806,Positive,0.4,0.0,0.6
6455,6455,luxury master bedroom with bathtub n private entry,"Chattarpur, New Delhi",Jan-23,Disappointing,4.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6456,6456,luxury master bedroom with bathtub n private entry,"Chattarpur, New Delhi",Apr-23,Exceptional,10.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6457,6457,luxury master bedroom with bathtub n private entry,"Chattarpur, New Delhi",Mar-23,Very good,8.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6458,6458,luxury master bedroom with bathtub n private entry,"Chattarpur, New Delhi",Feb-23,Bad,1.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6459,6459,The Estate Villa,"South Delhi, New Delhi",Mar-23,Comfortable Stay in familiar atmosphere,9.0,"My room was really cosy and very nice furnished. The small balcony was great to enjoy the morning tea before breakfast. I enjoyed the view in the well-kept garden and watching birds and squirrels surrounded by nature sounds. Great in this big city to have an little oasis like this.
The whole team was all the time caring and made this stay really charming with a touch of familiar atmosphere .","['My', 'room', 'was', 'really', 'cosy', 'and', 'very', 'nice', 'furnished', '.', 'The', 'small', 'balcony', 'was', 'great', 'to', 'enjoy', 'the', 'morning', 'tea', 'before', 'breakfast', '.', 'I', 'enjoyed', 'the', 'view', 'in', 'the', 'well-kept', 'garden', 'and', 'watching', 'birds', 'and', 'squirrels', 'surrounded', 'by', 'nature', 'sounds', '.', 'Great', 'in', 'this', 'big', 'city', 'to', 'have', 'an', 'little', 'oasis', 'like', 'this', '.', 'The', 'whole', 'team', 'was', 'all', 'the', 'time', 'caring', 'and', 'made', 'this', 'stay', 'really', 'charming', 'with', 'a', 'touch', 'of', 'familiar', 'atmosphere', '.']","{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.9805}",0.9805,Positive,0.313,0.0,0.687
6460,6460,The Estate Villa,"South Delhi, New Delhi",Feb-23,Passable,5.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6461,6461,The Estate Villa,"South Delhi, New Delhi",Mar-23,Superb,9.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6462,6462,OYO Hotel Sun Palace,"Karol bagh, New Delhi",Apr-23,Exceptional,10.0,"The stay was lovely, loved the breakfast which was included. The place was clean and very close to the train station, and subway. Enjoyed the stay.","['The', 'stay', 'was', 'lovely', ',', 'loved', 'the', 'breakfast', 'which', 'was', 'included', '.', 'The', 'place', 'was', 'clean', 'and', 'very', 'close', 'to', 'the', 'train', 'station', ',', 'and', 'subway', '.', 'Enjoyed', 'the', 'stay', '.']","{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.9287}",0.9287,Positive,0.384,0.0,0.616
6463,6463,OYO Hotel Sun Palace,"Karol bagh, New Delhi",Jun-23,it’s very bad.Not at all family rooms.,1.0,nothing,['nothing'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6464,6464,OYO Hotel Sun Palace,"Karol bagh, New Delhi",Jun-23,very very bad,1.0,very bad experience,"['very', 'bad', 'experience']","{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5849}",-0.5849,Negative,0.0,0.655,0.345
6465,6465,OYO Hotel Sun Palace,"Karol bagh, New Delhi",May-23,"while booking the hotel it was showing around 900 rs which i have booked at the time, after visiting",1.0," · while booking the hotel it was showing around 900 rs which i have booked at the time, after visiting the hotel they were charging 2400 for the same, saying that online does not work properly and we are not responsible for that. I have to book another hotel after that due to this.","['·', 'while', 'booking', 'the', 'hotel', 'it', 'was', 'showing', 'around', '900', 'rs', 'which', 'i', 'have', 'booked', 'at', 'the', 'time', ',', 'after', 'visiting', 'the', 'hotel', 'they', 'were', 'charging', '2400', 'for', 'the', 'same', ',', 'saying', 'that', 'online', 'does', 'not', 'work', 'properly', 'and', 'we', 'are', 'not', 'responsible', 'for', 'that', '.', 'I', 'have', 'to', 'book', 'another', 'hotel', 'after', 'that', 'due', 'to', 'this', '.']","{'neg': 0.038, 'neu': 0.962, 'pos': 0.0, 'compound': -0.2411}",-0.2411,Negative,0.0,0.038,0.962
6466,6466,OYO Hotel Sun Palace,"Karol bagh, New Delhi",May-23,Worst,1.0,There is nothing good in hotel,"['There', 'is', 'nothing', 'good', 'in', 'hotel']","{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.3412}",-0.3412,Negative,0.0,0.325,0.675
6467,6467,OYO Hotel Sun Palace,"Karol bagh, New Delhi",May-23,Bad,1.0,Maine booking.com se book kiya tha pr waha pr mana kar diya ki is cost main nahi de paaunga aap baat kar lo Maine booking.com coustomer care ko call kiya but wo hold PR rakh kar call kat kar diye....aap se yahi kahunga ki hotel apne bugat ke according dekh kar lo ....nahi toh majburi main aapse jyada cost lenge..... don't book online,"['Maine', 'booking.com', 'se', 'book', 'kiya', 'tha', 'pr', 'waha', 'pr', 'mana', 'kar', 'diya', 'ki', 'is', 'cost', 'main', 'nahi', 'de', 'paaunga', 'aap', 'baat', 'kar', 'lo', 'Maine', 'booking.com', 'coustomer', 'care', 'ko', 'call', 'kiya', 'but', 'wo', 'hold', 'PR', 'rakh', 'kar', 'call', 'kat', 'kar', 'diye', '....', 'aap', 'se', 'yahi', 'kahunga', 'ki', 'hotel', 'apne', 'bugat', 'ke', 'according', 'dekh', 'kar', 'lo', '....', 'nahi', 'toh', 'majburi', 'main', 'aapse', 'jyada', 'cost', 'lenge', '.....', 'do', ""n't"", 'book', 'online']","{'neg': 0.0, 'neu': 0.967, 'pos': 0.033, 'compound': 0.2732}",0.2732,Positive,0.033,0.0,0.967
6468,6468,OYO Hotel Sun Palace,"Karol bagh, New Delhi",Apr-23,Bad,1.0,"They didn't give me room, instead asked me go to other hotel in nearby place and took the money by PAYTM","['They', 'did', ""n't"", 'give', 'me', 'room', ',', 'instead', 'asked', 'me', 'go', 'to', 'other', 'hotel', 'in', 'nearby', 'place', 'and', 'took', 'the', 'money', 'by', 'PAYTM']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6469,6469,Hotel The RTS Plaza,"Mahipalpur, New Delhi",Nov-22,better stay at any other hotel.,1.0,there’s nothing i liked about the property,"['there', '’', 's', 'nothing', 'i', 'liked', 'about', 'the', 'property']","{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.3252}",-0.3252,Negative,0.0,0.318,0.682
6470,6470,Hotel The RTS Plaza,"Mahipalpur, New Delhi",Jul-23,Passable,5.0,Location is good,"['Location', 'is', 'good']","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive,0.592,0.0,0.408
